HexID,chargerAccessType,noVIPV_cost,noVIPV_time_min,VIPV_cost,VIPV_time_min,Cost_saving_SEK_day,Time_saving_min_day,Cost_reduction_pct,Time_reduction_pct
16,home,166.46530215543675,990.3300228310502,128.1538517903637,799.883904109589,38.31145036507306,190.44611872146118,23.01467625325294,19.23057105519573
16,public,0.0,0.0,0.0,0.0,0.0,0.0,,
16,work,119.26027397260275,238.52568493150685,88.0,177.7146118721461,31.260273972602747,60.81107305936075,26.21180794854124,25.49455966422349
160,home,2890.2945900195214,13861.621347031964,2890.6398528491663,13586.301712328766,-0.34526282964498023,275.31963470319715,-0.011945593049137884,1.9862008044401553
160,public,7131.196413284363,6300.798515981735,7784.439300701055,7098.220776255708,-653.2428874166917,-797.4222602739728,-9.160354722523094,-12.655892078620537
160,work,1413.0684931506848,2886.6013698630136,1216.054794520548,2411.849315068493,197.0136986301368,474.7520547945205,13.942261085367495,16.446748059883667
161,home,1838.0098574986914,7709.72785388128,1638.747521564268,6598.549315068493,199.2623359344234,1111.1785388127864,10.841200612797326,14.41268174275944
161,public,4435.58877272719,4005.879794520548,4822.746575342466,4378.754223744292,-387.1578026152756,-372.8744292237443,-8.728442208073188,-9.308178186818822
161,work,360.8767123287671,652.361301369863,742.6301369863014,1323.4197488584475,-381.7534246575343,-671.0584474885845,-105.78499848162772,-102.86607223320271
162,home,1984.3570766309465,8278.953767123288,1765.90731405947,7429.931392694064,218.4497625714764,849.0223744292243,11.008591404444292,10.255189222106702
162,public,2596.791095890411,2238.8842465753423,1908.7135327361977,1755.4754566210045,688.0775631542131,483.40878995433786,26.497224372154548,21.59150437070487
162,work,226.95890410958904,430.40171232876713,83.83561643835617,169.42808219178082,143.12328767123287,260.97363013698634,63.06132303235152,60.63489588016294
163,home,11.657534246575343,45.13881278538812,15.691780821917808,44.89349315068493,-4.034246575342465,0.2453196347031863,-34.60634547591068,0.5434782608695431
163,public,0.0,0.0,0.0,0.0,0.0,0.0,,
163,work,0.0,0.0,0.0,0.0,0.0,0.0,,
164,home,2381.657317485629,9282.621118721461,1950.3322529915608,7624.557305936074,431.3250644940681,1658.0638127853872,18.11029073441296,17.862021853303435
