Scenario,vehicleId,Adoption_pct,System_Wp,PV_produced_annual_kWh_vehicle,PV_stored_annual_kWh_vehicle,PV_wasted_annual_kWh_vehicle,PV_event_count,Driving_event_count,Parked_open_event_count,Mean_start_SoC_frac,Max_start_SoC_frac
VIPV20_Wp1000,1878267,20,1000,533.5066240171751,533.5066240209735,4.832086280905923e-09,337,224,113,0.5864666754428121,0.9895009128414028
VIPV20_Wp1000,1879006,20,1000,438.5297739097034,423.2701712228851,15.259602690225769,84,49,35,0.6859925282433779,1.0
VIPV20_Wp1000,1879061,20,1000,545.3777178446958,502.24432729196735,43.133390560959036,57,28,29,0.7493737862233033,1.0
VIPV20_Wp1000,1879323,20,1000,451.1338553873992,440.03494092877963,11.09891446252456,94,56,38,0.719293828217177,1.0
VIPV20_Wp1000,1879328,20,1000,511.37577343392326,461.18925779037323,50.18651565019992,76,42,34,0.7903412203189513,1.0
VIPV20_Wp1000,1879729,20,1000,533.0224362771752,488.0701818850698,44.95225439694047,165,98,67,0.7597989872991006,1.0
VIPV20_Wp1000,1879770,20,1000,458.9034446869796,427.1995615733137,31.70388312029236,153,98,55,0.8339444319835301,1.0
VIPV20_Wp1000,1879978,20,1000,637.7104200653134,637.7101849251342,0.0002351558150735352,91,49,42,0.6830727160709883,1.0
VIPV20_Wp1000,1880683,20,1000,531.1087966416751,502.77541521179796,28.333381441756412,289,182,107,0.7908717282630956,1.0
VIPV20_Wp1000,1880820,20,1000,431.33958070375564,423.00776180797885,8.33181890505936,97,56,41,0.7123360159364938,1.0
VIPV20_Wp1000,1881018,20,1000,433.21505682973407,345.13874016656695,88.07631667136577,93,49,44,0.7332923343898848,1.0
VIPV20_Wp1000,1881266,20,1000,487.2037661625322,457.5596653521511,29.64410081464881,223,140,83,0.7245357342918588,1.0
VIPV20_Wp1000,1881489,20,1000,506.2295765830443,491.2933788159879,14.936197779080953,103,63,40,0.7849760777537171,1.0
VIPV20_Wp1000,1881676,20,1000,544.3499682947433,544.3499682955043,5.944015762978191e-09,204,126,78,0.5562325230680334,0.6825002607484161
VIPV20_Wp1000,1881677,20,1000,491.1580696244684,491.15806962716624,9.523897700721019e-09,95,56,39,0.7032997632485015,0.7746534072292633
VIPV20_Wp1000,1881917,20,1000,545.6287590228882,480.96556666335545,64.6631923651038,57,28,29,0.8119775999038132,1.0
